Label,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
ParasiticDiseases,342.67604935209874,8.78727757455515,0.48528603910448326,0.022973377337417455,136229524135.39449,0.022973377337417455
BacterialGillDisease,116.92361584723172,5.85994171988344,0.3765476856412625,0.0009258503233975902,1716605515217.0913,0.0009258503233975902
BacterialRedDisease,281.4601649203298,11.920453840907683,0.1978351302861549,0.0002854834899328178,4724868796249.203,0.0002854834899328178
BacterialRedDisease,87.88095477487985,5.638319692734621,0.34997950278552054,0.0011225308585916189,793852737710.2764,0.0011225308585916189
ParasiticDiseases,205.7159154318309,6.69725339450679,0.47147010985672794,0.0033858817795135742,405653402868.784,0.0033858817795135742
FungalDiseasesSaprolegniasis,64.51499125258903,4.187496229564238,0.37454388678500833,0.00045354267919127237,3527817788324.648,0.00045354267919127237
BacterialGillDisease,90.18147436294873,5.388120776241553,0.4023789261421296,0.0008699660278606316,801700387405.0355,0.0008699660278606316
FungalDiseasesSaprolegniasis,52.010850021700044,4.499410998821997,0.34415237744346533,0.0007225480381892625,1621624415323.2732,0.0007225480381892625
ParasiticDiseases,156.83266166532334,6.657697315394631,0.34186944971779315,0.0009059306357189192,1027753864236.3535,0.0009059306357189192
BacterialRedDisease,100.07999356512295,5.895754992056949,0.37739729088851537,0.0009805535958442991,1111536841205.817,0.0009805535958442991
BacterialGillDisease,82.47318494636988,5.361646723293447,0.321815252958439,0.00043037980551750057,3404298470615.944,0.00043037980551750057
BacterialRedDisease,87.98121396242793,5.594705189410378,0.353672186973771,0.0016573587614284162,678515374690.1066,0.0016573587614284162
HealthyFish,132.11147622295243,4.73742947485895,0.649058141448303,0.1585326641420224,19267841081.3535,0.1585326641420224
FungalDiseasesSaprolegniasis,117.79831359662721,5.26002852005704,0.5038620133565449,0.007487154040586213,321513068803.748,0.007487154040586213
BacterialGillDisease,87.48446896893795,5.892429784859571,0.3181246701416447,0.0004649682558711637,3407939895680.104,0.0004649682558711637
HealthyFish,164.35255082547405,6.175269963200545,0.5632501399172891,0.1592706627859009,18613155845.618465,0.1592706627859009
BacterialRedDisease,195.7715915431831,7.1286502573005155,0.5221782303830891,0.11343896567140892,28105359199.93885,0.11343896567140892
FungalDiseasesSaprolegniasis,342.9140058280117,8.588505177010354,0.4735023887063605,0.047080812247060656,55876236180.96145,0.047080812247060656
FungalDiseasesSaprolegniasis,99.43821687643376,5.872713745427491,0.3530917947399564,0.001089736074939941,683661586611.2767,0.001089736074939941
BacterialDiseasesAeromoniasis,152.90606981213963,6.7020894041788095,0.3745614234127377,0.010796320805240036,212722733446.3711,0.010796320805240036
BacterialRedDisease,78.60582356371533,5.8735747752820275,0.3351789011491799,0.0005752132135413418,2518067046144.9497,0.0005752132135413418
FungalDiseasesSaprolegniasis,92.77834955669913,3.747783495566992,0.6337725170862109,0.004042993143956404,89727156370.37175,0.004042993143956404
BacterialDiseasesAeromoniasis,195.40503529127872,7.515876048181141,0.39573512672758243,0.002249751213563478,798760309870.8802,0.002249751213563478
ParasiticDiseases,39.35910471820944,3.9974579949159903,0.3920300065131445,0.0019696158184553956,967995419192.4344,0.0019696158184553956
BacterialGillDisease,160.5248930497861,6.711389422778845,0.35992368779337297,0.0023023461013751954,406799194964.1849,0.0023023461013751954
ParasiticDiseases,254.04777896197388,9.634137022662834,0.23898838404508094,0.0002387825886885455,4320174892183.9785,0.0002387825886885455
BacterialRedDisease,183.75578151156304,6.3673507347014695,0.4675627882385834,0.010533743802933078,245045187806.8553,0.010533743802933078
ParasiticDiseases,109.3471386942774,5.13497426994854,0.4417416186165824,0.007340966135835179,56423937446.834496,0.007340966135835179
BacterialRedDisease,59.829499658999325,4.01475602951206,0.516205671905359,0.003222703326800416,773477791731.0793,0.003222703326800416
HealthyFish,80.14245209032958,3.3771039031551005,0.7076881566332762,0.33379251605153004,8383289772.807618,0.33379251605153004
FungalDiseasesSaprolegniasis,46.089094178188354,3.6798933597867203,0.5113035684018529,0.003862570438266303,124594064793.98273,0.003862570438266303
FungalDiseasesSaprolegniasis,196.2300066359669,4.940175752578978,0.49126861122046706,0.001831133697161287,1439339409294.8003,0.001831133697161287
BacterialRedDisease,272.24211048422103,8.00489800979602,0.4969654159386517,0.08686935434506989,35627687086.1937,0.08686935434506989
BacterialDiseasesAeromoniasis,112.28972657945316,5.339636679273359,0.5126197163963877,0.028258652462496817,21847558891.324654,0.028258652462496817
FungalDiseasesSaprolegniasis,158.10230020460043,6.282596565193131,0.3657042391381091,0.0017144270137011974,943693511838.0504,0.0017144270137011974
HealthyFish,136.5671771343543,4.123132246264492,0.7367461027243032,0.4063987272372834,8740220107.23691,0.4063987272372834
HealthyFish,625.6262542982968,11.602887651068793,0.5124484006457499,0.14766657293833835,15259037442.290485,0.14766657293833835
BacterialRedDisease,36.1461119266424,3.318707394075891,0.44579130115869087,0.0009953244782947106,1447848550615.2031,0.0009953244782947106
BacterialRedDisease,162.72820688129661,7.1607512718936634,0.3091397277983764,0.0004601040112828288,3143226550815.8896,0.0004601040112828288
ParasiticDiseases,144.76241552483108,8.088846177692357,0.2591572152344507,0.0005117729870899013,5190918501884.899,0.0005117729870899013
FungalDiseasesSaprolegniasis,17.594964708721267,2.141929256570613,0.5484683874700983,0.0021952362730611307,310493013435.1762,0.0021952362730611307
FungalDiseasesSaprolegniasis,63.35712071424143,2.7637795275590555,0.7109667381998354,0.24934713531154387,14827551468.085453,0.24934713531154387
HealthyFish,194.39029078058158,4.851695703391408,0.7438113096190876,0.4091236959211471,8934898481.474401,0.4091236959211471
BacterialDiseasesAeromoniasis,95.86310372620747,6.3155806311612634,0.31197345449635716,0.0005476837787329243,1599096516428.4775,0.0005476837787329243
BacterialGillDisease,190.18866637733277,7.674437348874698,0.3748523600138248,0.024104755630926105,84248744539.12328,0.024104755630926105
BacterialRedDisease,53.454644171409036,3.607472500955177,0.49449799768125463,0.0037944398611113104,458578947056.1581,0.0037944398611113104
BacterialDiseasesAeromoniasis,422.8086026262341,11.20378451205534,0.41008193944578086,0.0769677424934383,35002190065.748405,0.0769677424934383
BacterialRedDisease,97.37950275900552,6.044392088784178,0.363146305708805,0.0012456877787461323,1575924658728.8633,0.0012456877787461323
HealthyFish,237.29898047417,11.39936455589294,0.17369719722872642,0.00025096711097270536,1577257031958.6716,0.00025096711097270536
ParasiticDiseases,286.9006758013516,8.05524211048422,0.544355409342433,0.14955142973712074,20980045307.474117,0.14955142973712074
FungalDiseasesSaprolegniasis,141.14365428730858,6.803149606299214,0.3846712974163018,0.020018344333297265,99261130610.12775,0.020018344333297265
HealthyFish,139.54770858050634,5.829073578797081,0.49231932083747004,0.004419507633523348,479561746241.24176,0.004419507633523348
BacterialGillDisease,155.34081468162935,7.74728749457499,0.3084301891969775,0.0007753648094561364,1351680983064.1921,0.0007753648094561364
ParasiticDiseases,100.02790005580012,5.947919895839792,0.370729857706694,0.0012997115708410845,908324771000.6069,0.0012997115708410845
ParasiticDiseases,105.43908487816978,5.993861987723976,0.32876872139136293,0.0005817340669339408,2370642398967.3296,0.0005817340669339408
ParasiticDiseases,173.30776861553724,7.70506541013082,0.3078504690323801,0.00046785126740319825,4844023226087.804,0.00046785126740319825
ParasiticDiseases,354.4490048980098,7.544051088102178,0.5892149129629511,0.07547147972961703,47801498028.64011,0.07547147972961703
HealthyFish,630.6257716825191,6.649258983691608,0.7868152640554217,0.4262258298147246,8031629775.110882,0.4262258298147246
BacterialRedDisease,122.99987934605562,6.4799412817470685,0.3579539654310009,0.0007007560094536414,2419571561639.16,0.0007007560094536414
BacterialRedDisease,59.46059892119784,4.268460536921075,0.4455737019711502,0.0016692444569711509,793364995542.755,0.0016692444569711509
BacterialDiseasesAeromoniasis,111.64145669528845,6.398922158096885,0.3111520667319671,0.00039907626326990544,5015527377509.905,0.00039907626326990544
BacterialRedDisease,130.49166098332196,7.44745489490979,0.2811478139454068,0.0003278445393768461,4151833418096.0283,0.0003278445393768461
HealthyFish,93.76334552669107,6.336846673693349,0.3008503261532811,0.0005646358865412877,1269603930147.2566,0.0005646358865412877
BacterialDiseasesAeromoniasis,721.9947314444287,13.818134287840092,0.24662543475528914,0.0009979787728743345,249855910390.75885,0.0009979787728743345
BacterialGillDisease,61.887903775807565,4.168764337528676,0.4762398919037205,0.0023058672194596545,911380169290.5562,0.0023058672194596545
BacterialRedDisease,128.243660487321,6.0209560419120844,0.4084372573377764,0.0012094079616270087,1139675997288.7244,0.0012094079616270087
ParasiticDiseases,148.17725835451674,7.78504557009114,0.2879549266162556,0.0003959066756251189,3582504964957.13,0.0003959066756251189
BacterialDiseasesAeromoniasis,290.41285882571765,10.39698679397359,0.24970249757051893,0.0003861275005084576,775477725598.1261,0.0003861275005084576
HealthyFish,159.5851917392266,5.5354018781797345,0.5856608032548584,0.10611599002611366,22366394794.413433,0.10611599002611366
BacterialDiseasesAeromoniasis,332.4603509207019,11.288920577841157,0.26531295070124544,0.0028379481397812073,510726576441.3244,0.0028379481397812073
HealthyFish,90.12789318104123,3.5218082004464195,0.6667057271669772,0.22932524450027042,12896484896.694069,0.22932524450027042
BacterialDiseasesAeromoniasis,168.5681071362143,8.353214706429412,0.26207263307456463,0.00036547744990833776,4083562208992.916,0.00036547744990833776
HealthyFish,423.75040720706227,8.335458183353776,0.7165069297719393,0.20431262084063767,15643922221.908428,0.20431262084063767
BacterialGillDisease,362.0633641267283,11.037758075516152,0.27607366382893117,0.0006050672402665409,3130964257020.1655,0.0006050672402665409
BacterialDiseasesAeromoniasis,323.9475478950958,10.193688387376778,0.3674325844338494,0.006049776747082789,442249860769.4769,0.006049776747082789
BacterialGillDisease,275.38632277264554,10.789509579019159,0.21965436119703433,0.000225916627665607,5209566121434.93,0.000225916627665607
FungalDiseasesSaprolegniasis,89.22971045942094,4.791121582243164,0.430833367383973,0.0013914759058980576,1110676368172.0837,0.0013914759058980576
HealthyFish,142.3271129522009,5.737959741800559,0.3967496021598021,0.0009043877960515467,656917908770.7815,0.0009043877960515467
BacterialRedDisease,139.12976625953252,7.233554467108935,0.3300843611980752,0.0028182206528713383,375002119346.7455,0.0028182206528713383
FungalDiseasesSaprolegniasis,90.14007922942348,4.6137263970721305,0.3964590247678753,0.0010788312384467699,629728836476.5175,0.0010788312384467699
HealthyFish,61.801926441311906,3.727120995797221,0.5902188828388419,0.08973010034036998,32159462809.79031,0.08973010034036998
BacterialDiseasesAeromoniasis,646.3878107756216,14.596503193006388,0.2313859145243834,0.0006450373121466685,1022373647225.1609,0.0006450373121466685
FungalDiseasesSaprolegniasis,89.28775965734279,5.928794063825936,0.35893316687530485,0.002240456330076696,505491100661.487,0.002240456330076696
HealthyFish,213.0924008124032,9.774216252086308,0.21273988713775427,0.00030871540605437506,2247496276248.6133,0.00030871540605437506
BacterialDiseasesAeromoniasis,223.242730485461,10.2993365986732,0.2712476366222969,0.014788968879816363,64309573421.05001,0.014788968879816363
BacterialGillDisease,132.96193192386386,7.65980531961064,0.25480767546325983,0.0003224398537581252,2944840698552.1533,0.0003224398537581252
BacterialDiseasesAeromoniasis,146.8960877921756,6.0251100502201,0.43806052071671836,0.0015640952603747853,1064618162589.2134,0.0015640952603747853
BacterialDiseasesAeromoniasis,139.46456692913387,7.523467046934095,0.2968993339750308,0.0006128013992031456,1739066029781.9438,0.0006128013992031456
ParasiticDiseases,607.0742713004485,16.330063527653213,0.16055171028640855,0.00014016071272966144,11515844501887.146,0.00014016071272966144
ParasiticDiseases,96.79831359662721,5.9376278752557505,0.3496541433159639,0.0008094612258416656,1619694610568.6362,0.0008094612258416656
FungalDiseasesSaprolegniasis,91.40157480314963,4.746729493458988,0.47934872674411755,0.0042105691502597594,227341361422.61365,0.0042105691502597594
HealthyFish,53.25829251658504,4.179366358732718,0.38948364023436133,0.0009616534826100839,945654657838.163,0.0009616534826100839
HealthyFish,255.8040796081592,8.42705685411371,0.40572991953852533,0.0037273994815830167,680615489690.3359,0.0037273994815830167
BacterialGillDisease,319.0149208711215,9.82824911017716,0.3152444362405712,0.005179616888574583,378910279208.18915,0.005179616888574583
BacterialGillDisease,214.78981957963921,8.208258416516834,0.3499115040159928,0.0007803159012604838,1064696593670.303,0.0007803159012604838
ParasiticDiseases,167.88889577779156,7.929319858639719,0.30430680073425187,0.001103981995923568,1582476327748.8845,0.001103981995923568
HealthyFish,123.21588443176888,3.465868931737864,0.7568309804332779,0.40042551174444524,9033043088.559732,0.40042551174444524
ParasiticDiseases,117.39928079856162,6.451546903093807,0.3639578456879497,0.0007024822779263018,2469978392158.264,0.0007024822779263018
BacterialGillDisease,112.93954987909976,5.105090210180421,0.4974756408583872,0.009079014624022181,273933907418.60773,0.009079014624022181
BacterialGillDisease,91.7631361981942,5.311287176496611,0.37804399930877314,0.0005955967725251441,1342729327559.3362,0.0005955967725251441
FungalDiseasesSaprolegniasis,88.55781511563025,4.466426932853866,0.5466605684348804,0.09758895244741943,30766245239.52248,0.09758895244741943
BacterialRedDisease,137.17750635501272,6.943889887779777,0.39536380211285765,0.0036864684058588774,188725349741.4582,0.0036864684058588774
ParasiticDiseases,117.99839274675456,5.88159901092108,0.322489276270573,0.0005263793229583593,1948540080045.44,0.0005263793229583593
BacterialGillDisease,269.54225308450617,8.765887531775064,0.41553710862313364,0.009425160520604384,135028998726.84395,0.009425160520604384
FungalDiseasesSaprolegniasis,64.64436728873459,5.040176080352161,0.34514718321200066,0.000776579518314967,2393504483522.6104,0.000776579518314967
HealthyFish,85.7263568541495,4.514267328922761,0.5123595570820633,0.004536679130473524,202708557724.44064,0.004536679130473524
BacterialDiseasesAeromoniasis,159.18116436232873,6.08735817471635,0.5141904740792316,0.025465352561308385,21194003263.376858,0.025465352561308385
BacterialGillDisease,73.32959265918531,5.230020460040921,0.36670345212889655,0.0005353137372528079,2353933935862.815,0.0005353137372528079
BacterialRedDisease,81.23938247876498,5.460350920701842,0.3642900587219668,0.0009745847503351032,635666190207.9106,0.0009745847503351032
HealthyFish,74.82774638540891,4.573930704417945,0.41365046772068714,0.0009517955029263089,629536129831.5846,0.0009517955029263089
HealthyFish,112.09694544430815,6.762110639666996,0.2750083766959398,0.0005060834779907368,2228088907415.1997,0.0005060834779907368
BacterialRedDisease,302.41285882571765,9.892057784115568,0.33900625853648436,0.0013761152204553773,983437564552.0742,0.0013761152204553773
FungalDiseasesSaprolegniasis,50.21422107824409,2.6256108105934164,0.6611522853169389,0.00454941036303673,77230428312.00925,0.00454941036303673
BacterialRedDisease,128.29648459296922,6.5966891933783876,0.38166558881959844,0.0023585532942037427,965450738266.7568,0.0023585532942037427
HealthyFish,174.89528179056362,4.199144398288797,0.7587013578329409,0.18163410485169282,20118685251.870453,0.18163410485169282
HealthyFish,62.62583200949144,4.994791771400993,0.34488031347605813,0.0010102773279237983,886893679422.1268,0.0010102773279237983
HealthyFish,189.65751131502265,6.676669353338707,0.47287752797118016,0.03576486128730208,60471909509.3433,0.03576486128730208
HealthyFish,151.5327474914034,6.656960727141105,0.322815290594666,0.0007300794137400524,1156915491932.9624,0.0007300794137400524
BacterialRedDisease,89.60158720317442,3.928079856159713,0.5633908906846748,0.02730105441610846,121539433542.0553,0.02730105441610846
ParasiticDiseases,125.03937007874015,7.1772583545167095,0.28112475167878154,0.0003816376905492357,3800675158640.618,0.0003816376905492357
BacterialGillDisease,193.42013714331677,7.908061694383558,0.28181257004237764,0.0002376810807002921,5172658129096.734,0.0002376810807002921
ParasiticDiseases,152.10168020336044,6.892553785107571,0.3781141836426808,0.007495272601060423,342074118266.2003,0.007495272601060423
HealthyFish,118.69733958052645,6.494359428100303,0.33960779455331147,0.0010304926683602019,629399590019.4447,0.0010304926683602019
BacterialGillDisease,224.29053258106515,9.633331266662534,0.2675630864359133,0.0007621875247470503,2090352761903.6145,0.0007621875247470503
HealthyFish,150.99975869211124,6.001387520360353,0.3963630176345841,0.003290489442826166,192051041228.454,0.003290489442826166
BacterialRedDisease,151.08698617397238,4.960877921755844,0.4922489122849713,0.010206910239600134,42255342471.53383,0.010206910239600134
BacterialGillDisease,85.03503007006016,5.493334986669973,0.3881135217638495,0.010955086328301495,77264569485.2177,0.010955086328301495
FungalDiseasesSaprolegniasis,93.248806497613,4.620993241986484,0.4586583524113557,0.002388890263551499,364119023249.6866,0.002388890263551499
BacterialDiseasesAeromoniasis,106.03585433047115,4.857588127651873,0.5257910772963872,0.08070316150233171,6923297522.129272,0.08070316150233171
HealthyFish,145.36771300448433,6.460234470831909,0.41423773205131337,0.021512813731831754,18755952199.569077,0.021512813731831754
BacterialGillDisease,93.01029202058406,6.505363010726021,0.29061402682633497,0.00043149456997655395,3284452916925.411,0.00043149456997655395
FungalDiseasesSaprolegniasis,114.50536301072603,5.906689813379627,0.3859975225034125,0.0011528932475683789,1521515611913.8525,0.0011528932475683789
BacterialDiseasesAeromoniasis,138.53747907495818,5.124868249736499,0.5591706297641071,0.04807087684731511,59384235994.18436,0.04807087684731511
HealthyFish,1129.7781576142693,22.231052303484887,0.13140468675892858,8.052371153629383e-05,23377389640574.67,8.052371153629383e-05
HealthyFish,81.03905165999717,3.3832371453276764,0.6683183639848608,0.04576169930649895,54176667199.427734,0.04576169930649895
FungalDiseasesSaprolegniasis,63.74214148428297,4.992683985367972,0.36052045654333686,0.0011996210984795955,494170811493.097,0.0011996210984795955
BacterialDiseasesAeromoniasis,87.84673569347139,5.915431830863661,0.3376359586743426,0.0007515703542784108,1336008004089.391,0.0007515703542784108
FungalDiseasesSaprolegniasis,66.68712421323572,4.146554324438456,0.4080161798255211,0.0013462170457656767,819275565607.7913,0.0013462170457656767
BacterialRedDisease,65.22196044392089,4.480934961869924,0.42092655440493165,0.001033744146972453,2061046057029.1821,0.001033744146972453
ParasiticDiseases,90.10589621179243,6.121396242792486,0.37082208230139263,0.0029562899971481626,361703398498.7624,0.0029562899971481626
ParasiticDiseases,191.31062062124127,8.462210924421848,0.3002784622748997,0.0005176312665229956,3003464649007.004,0.0005176312665229956
BacterialDiseasesAeromoniasis,104.81703763407526,5.588815177630355,0.4671556283697027,0.04605236899729178,13775365695.381363,0.04605236899729178
BacterialDiseasesAeromoniasis,300.35575671151344,11.975199950399903,0.24601995829400392,0.00914934472934232,111096920182.8593,0.00914934472934232
BacterialRedDisease,207.77810155620318,8.811271622543245,0.35316703703784735,0.01272733886530455,189743610892.36246,0.01272733886530455
FungalDiseasesSaprolegniasis,43.096534193068386,4.416392832785665,0.3380599039681524,0.0006628274153070101,1853179851633.5164,0.0006628274153070101
FungalDiseasesSaprolegniasis,64.30150660301322,4.718643437286875,0.3669374067518329,0.0005974560898219695,1394584898080.9138,0.0005974560898219695
BacterialDiseasesAeromoniasis,353.3264306528613,9.114018228036457,0.4959472259697223,0.10490993354731458,29042548487.55534,0.10490993354731458
FungalDiseasesSaprolegniasis,67.01602686561162,4.95405095618251,0.34232626008432393,0.0007177177767353144,1079676489690.3333,0.0007177177767353144
BacterialDiseasesAeromoniasis,71.6974393948788,5.3241986483972985,0.32934063217758863,0.0005151403445593177,2944400747323.9536,0.0005151403445593177
BacterialDiseasesAeromoniasis,308.91202182404373,12.309504619009239,0.19998238165249188,0.0002854527378098095,8015544292090.639,0.0002854527378098095
BacterialDiseasesAeromoniasis,128.23919647839296,4.717465434930871,0.5951987124413356,0.0867450850159931,35116765553.591354,0.0867450850159931
BacterialDiseasesAeromoniasis,91.65927326107501,6.043757163827948,0.3143811732064129,0.00039533097436124056,2616480412832.3506,0.00039533097436124056
BacterialRedDisease,403.81945563891134,11.324694649389299,0.26996479572856014,0.0015346731666865286,1239514106691.4424,0.0015346731666865286
HealthyFish,188.54865370307064,8.06812926059241,0.28675217359560073,0.00023683998796329974,6507826467421.248,0.00023683998796329974
HealthyFish,67.92905548070541,3.9695147700536912,0.5443227554073309,0.06252559305185033,46654058571.53633,0.06252559305185033
BacterialRedDisease,130.46686093372188,4.745985491970985,0.5189476718916266,0.005608968127850076,60243527092.96978,0.005608968127850076
BacterialGillDisease,235.20968441936884,9.515221030442062,0.27436059236941945,0.0003026969907867524,4921926945175.295,0.0003026969907867524
BacterialDiseasesAeromoniasis,81.84747330531481,5.936958314062217,0.2895489446399638,0.0002978588398030434,5189372495924.954,0.0002978588398030434
ParasiticDiseases,350.1145476127671,12.873318385650224,0.18388275737644288,0.00021429295570921732,3425576196604.714,0.00021429295570921732
ParasiticDiseases,74.9685093205172,4.072975527358282,0.45397210189459425,0.001453973965262654,1827860445690.9402,0.001453973965262654
ParasiticDiseases,177.48465496930996,7.892863785727572,0.32532322320543555,0.00137384725138351,1053264049654.0989,0.00137384725138351
BacterialRedDisease,46.09231818463637,2.996651993303987,0.6102569370356303,0.04307900003982785,82326366663.01216,0.04307900003982785
FungalDiseasesSaprolegniasis,21.960567921135848,2.4741769483538967,0.5537893455885132,0.0076241163084347354,345019961759.1429,0.0076241163084347354
ParasiticDiseases,458.53630107260216,6.031496062992127,0.5879017627275727,0.08194703883982757,24933698278.050056,0.08194703883982757
BacterialGillDisease,277.26579453158905,10.872713745427491,0.21371226581361913,0.0002211423605685577,7513922815901.049,0.0002211423605685577
BacterialRedDisease,110.35371070742143,5.9827019654039315,0.3914089888065801,0.009661013928017069,247552364188.68594,0.009661013928017069
BacterialDiseasesAeromoniasis,37.18460053489915,3.0158056667135873,0.5319700285282217,0.002384918860113225,508420395868.50903,0.002384918860113225
HealthyFish,115.50513784713145,5.775402682539363,0.3420359415127003,0.0006759114239917145,871583786680.1626,0.0006759114239917145
ParasiticDiseases,179.4650009300019,5.97761795523591,0.600754954790151,0.17656556300154577,18409418082.45653,0.17656556300154577
BacterialRedDisease,201.05164610329226,7.581623163246327,0.4482660513203513,0.002333751706997493,415315804343.6939,0.002333751706997493
FungalDiseasesSaprolegniasis,79.43796887593776,3.6986173972347944,0.49577467270200914,0.004849875035480742,264080900360.47064,0.004849875035480742
HealthyFish,168.70278911701422,8.631201110016288,0.24375686190311732,0.0004935002453995219,2737210359417.368,0.0004935002453995219
BacterialRedDisease,31.27599589776589,3.074021194876229,0.4844556851512177,0.001928786181412128,936531251371.0645,0.001928786181412128
HealthyFish,190.56624906995916,8.359287337368539,0.27856165472062977,0.00038009991713453266,2337440830740.5894,0.00038009991713453266
ParasiticDiseases,21.748713497426994,2.916175832351665,0.446001358778178,0.0012641390525511538,988319608529.9309,0.0012641390525511538
BacterialRedDisease,72.57647715295431,5.524335048670098,0.3379578099088657,0.0005619681398703117,2630174002177.6484,0.0005619681398703117
HealthyFish,280.8431396862794,8.362762725525451,0.3229627945951568,0.0008655223460859223,762310454000.8677,0.0008655223460859223
BacterialGillDisease,113.83371566743135,6.2854485708971435,0.3906506872059294,0.0007691759447007021,1726312812082.6123,0.0007691759447007021
BacterialRedDisease,168.34924669849343,5.95480190960382,0.42633602407452054,0.0016495861623380512,299823279217.01,0.0016495861623380512
FungalDiseasesSaprolegniasis,109.3964287928576,5.482732965465932,0.3954067437841248,0.0007224634698509896,2188529382846.9233,0.0007224634698509896
BacterialDiseasesAeromoniasis,136.25544051088104,5.5736871473742955,0.538254146308636,0.03709490598347555,12336516038.865746,0.03709490598347555
BacterialGillDisease,84.03955607911216,4.958893917787836,0.418142742908321,0.0038016504825867242,619310497652.2496,0.0038016504825867242
HealthyFish,181.84617769235535,6.440758881517763,0.4439800365057216,0.024861857523330654,19543925528.985905,0.024861857523330654
BacterialDiseasesAeromoniasis,130.0492280984562,6.214768429536861,0.345750389529159,0.0006871523446066298,2376829434496.7407,0.0006871523446066298
BacterialGillDisease,255.0941905125782,10.050171931870738,0.22232062422165055,0.00016596498498343558,7571576336847.436,0.00016596498498343558
FungalDiseasesSaprolegniasis,226.92294234752356,8.492328420036598,0.29445536200330225,0.00034010434000451525,4680494125204.49,0.00034010434000451525
